Plot Title: 20366934,,foam between,foam air
#,"Date Time, GMT -0400","Temp, °C - 1","Temp, °C - 2"
598,2018-06-11 1:50:29,-1.38,3.47
599,2018-06-11 1:51:29,-1.46,3.21
600,2018-06-11 1:52:29,-1.46,3.09
601,2018-06-11 1:53:29,-1.46,3.13
602,2018-06-11 1:54:29,-1.50,3.39
603,2018-06-11 1:55:29,-1.50,3.34
604,2018-06-11 1:56:29,-1.55,3.26
605,2018-06-11 1:57:29,-1.59,3.39
606,2018-06-11 1:58:29,-1.63,3.47
607,2018-06-11 1:59:29,-1.63,3.64
608,2018-06-11 2:00:29,-1.63,3.60
609,2018-06-11 2:01:29,-1.63,3.56
610,2018-06-11 2:02:29,-1.68,3.60
611,2018-06-11 2:03:29,-1.68,3.60
612,2018-06-11 2:04:29,-1.68,3.52
613,2018-06-11 2:05:29,-1.72,3.47
614,2018-06-11 2:06:29,-1.76,3.30
615,2018-06-11 2:07:29,-1.76,3.17
616,2018-06-11 2:08:29,-1.76,3.04
617,2018-06-11 2:09:29,-1.76,3.09
618,2018-06-11 2:10:29,-1.76,3.00
619,2018-06-11 2:11:29,-1.80,2.91
620,2018-06-11 2:12:29,-1.76,3.09
621,2018-06-11 2:13:29,-1.85,3.13
622,2018-06-11 2:14:29,-1.85,3.26
623,2018-06-11 2:15:29,-1.85,3.09
624,2018-06-11 2:16:29,-1.85,3.09
625,2018-06-11 2:17:29,-1.89,3.30
626,2018-06-11 2:18:29,-1.89,3.47
627,2018-06-11 2:19:29,-1.85,3.34
628,2018-06-11 2:20:29,-1.89,3.09
629,2018-06-11 2:21:29,-1.85,2.87
630,2018-06-11 2:22:29,-1.89,2.96
631,2018-06-11 2:23:29,-1.85,2.91
632,2018-06-11 2:24:29,-1.89,2.96
633,2018-06-11 2:25:29,-1.89,2.74
634,2018-06-11 2:26:29,-1.85,2.87
635,2018-06-11 2:27:29,-1.85,3.09
636,2018-06-11 2:28:29,-1.85,3.09
637,2018-06-11 2:29:29,-1.85,3.13
638,2018-06-11 2:30:29,-1.85,2.79
639,2018-06-11 2:31:29,-1.89,2.66
640,2018-06-11 2:32:29,-1.89,2.91
641,2018-06-11 2:33:29,-1.85,3.04
642,2018-06-11 2:34:29,-1.85,3.04
643,2018-06-11 2:35:29,-1.85,3.09
644,2018-06-11 2:36:29,-1.85,3.00
645,2018-06-11 2:37:29,-1.89,2.79
646,2018-06-11 2:38:29,-1.89,2.87
647,2018-06-11 2:39:29,-1.89,3.09
648,2018-06-11 2:40:29,-1.89,2.96
649,2018-06-11 2:41:29,-1.89,2.96
650,2018-06-11 2:42:29,-1.89,3.04
651,2018-06-11 2:43:29,-1.89,3.00
652,2018-06-11 2:44:29,-1.89,2.96
653,2018-06-11 2:45:29,-1.93,2.79
654,2018-06-11 2:46:29,-1.93,2.83
655,2018-06-11 2:47:29,-1.98,2.57
656,2018-06-11 2:48:29,-1.98,2.49
657,2018-06-11 2:49:29,-1.98,2.53
658,2018-06-11 2:50:29,-1.93,2.31
659,2018-06-11 2:51:29,-1.98,2.61
660,2018-06-11 2:52:29,-1.93,2.70
661,2018-06-11 2:53:29,-2.02,2.83
662,2018-06-11 2:54:29,-2.02,2.61
663,2018-06-11 2:55:29,-2.02,2.49
664,2018-06-11 2:56:29,-2.06,2.36
665,2018-06-11 2:57:29,-2.06,2.36
666,2018-06-11 2:58:29,-2.06,2.57
667,2018-06-11 2:59:29,-2.06,2.31
668,2018-06-11 3:00:29,-2.10,1.84
669,2018-06-11 3:01:29,-2.15,2.27
670,2018-06-11 3:02:29,-2.15,2.40
671,2018-06-11 3:03:29,-2.19,2.57
672,2018-06-11 3:04:29,-2.15,2.49
673,2018-06-11 3:05:29,-2.19,2.19
674,2018-06-11 3:06:29,-2.23,2.19
675,2018-06-11 3:07:29,-2.23,2.19
676,2018-06-11 3:08:29,-2.23,2.31
677,2018-06-11 3:09:29,-2.32,2.27
678,2018-06-11 3:10:29,-2.32,2.23
679,2018-06-11 3:11:29,-2.32,2.44
680,2018-06-11 3:12:29,-2.32,2.57
681,2018-06-11 3:13:29,-2.28,2.57
682,2018-06-11 3:14:29,-2.36,2.49
683,2018-06-11 3:15:29,-2.32,2.31
684,2018-06-11 3:16:29,-2.32,2.31
685,2018-06-11 3:17:29,-2.36,2.49
686,2018-06-11 3:18:29,-2.32,2.53
687,2018-06-11 3:19:29,-2.32,2.27
688,2018-06-11 3:20:29,-2.36,2.44
689,2018-06-11 3:21:29,-2.36,2.44
690,2018-06-11 3:22:29,-2.36,2.40
691,2018-06-11 3:23:29,-2.36,2.40
692,2018-06-11 3:24:29,-2.41,2.23
693,2018-06-11 3:25:29,-2.41,1.88
694,2018-06-11 3:26:29,-2.41,1.97
695,2018-06-11 3:27:29,-2.41,1.88
696,2018-06-11 3:28:29,-2.45,1.84
697,2018-06-11 3:29:29,-2.45,1.80
698,2018-06-11 3:30:29,-2.49,2.06
699,2018-06-11 3:31:29,-2.49,2.19
700,2018-06-11 3:32:29,-2.53,2.19
701,2018-06-11 3:33:29,-2.49,2.27
702,2018-06-11 3:34:29,-2.49,2.36
703,2018-06-11 3:35:29,-2.53,2.36
704,2018-06-11 3:36:29,-2.53,2.23
705,2018-06-11 3:37:29,-2.58,2.19
706,2018-06-11 3:38:29,-2.62,1.71
707,2018-06-11 3:39:29,-2.62,2.01
708,2018-06-11 3:40:29,-2.58,2.10
709,2018-06-11 3:41:29,-2.58,2.31
710,2018-06-11 3:42:29,-2.66,2.31
711,2018-06-11 3:43:29,-2.62,2.19
712,2018-06-11 3:44:29,-2.62,2.19
713,2018-06-11 3:45:29,-2.62,2.19
714,2018-06-11 3:46:29,-2.62,2.19
715,2018-06-11 3:47:29,-2.66,2.27
716,2018-06-11 3:48:29,-2.71,2.44
717,2018-06-11 3:49:29,-2.71,2.49
718,2018-06-11 3:50:29,-2.71,2.31
719,2018-06-11 3:51:29,-2.71,2.14
720,2018-06-11 3:52:29,-2.66,2.06
721,2018-06-11 3:53:29,-2.75,1.93
722,2018-06-11 3:54:29,-2.71,2.06
723,2018-06-11 3:55:29,-2.71,2.14
724,2018-06-11 3:56:29,-2.71,2.10
725,2018-06-11 3:57:29,-2.71,2.01
726,2018-06-11 3:58:29,-2.75,1.80
727,2018-06-11 3:59:29,-2.75,1.76
728,2018-06-11 4:00:29,-2.79,1.80
729,2018-06-11 4:01:29,-2.79,1.67
730,2018-06-11 4:02:29,-2.75,1.67
731,2018-06-11 4:03:29,-2.79,1.67
732,2018-06-11 4:04:29,-2.79,1.71
733,2018-06-11 4:05:29,-2.75,1.58
734,2018-06-11 4:06:29,-2.79,1.54
735,2018-06-11 4:07:29,-2.79,1.67
736,2018-06-11 4:08:29,-2.79,1.54
737,2018-06-11 4:09:29,-2.75,1.67
738,2018-06-11 4:10:29,-2.75,1.67
739,2018-06-11 4:11:29,-2.79,1.67
740,2018-06-11 4:12:29,-2.79,1.71
741,2018-06-11 4:13:29,-2.79,1.88
742,2018-06-11 4:14:29,-2.79,1.84
743,2018-06-11 4:15:29,-2.79,1.84
744,2018-06-11 4:16:29,-2.79,1.88
745,2018-06-11 4:17:29,-2.79,1.67
746,2018-06-11 4:18:29,-2.83,1.28
747,2018-06-11 4:19:29,-2.75,1.37
748,2018-06-11 4:20:29,-2.79,1.54
749,2018-06-11 4:21:29,-2.79,1.58
750,2018-06-11 4:22:29,-2.83,1.58
751,2018-06-11 4:23:29,-2.79,1.11
752,2018-06-11 4:24:29,-2.79,1.58
753,2018-06-11 4:25:29,-2.79,1.33
754,2018-06-11 4:26:29,-2.79,1.11
755,2018-06-11 4:27:29,-2.75,1.33
756,2018-06-11 4:28:29,-2.75,1.46
757,2018-06-11 4:29:29,-2.79,1.54
758,2018-06-11 4:30:29,-2.79,1.54
759,2018-06-11 4:31:29,-2.71,1.50
760,2018-06-11 4:32:29,-2.79,1.28
761,2018-06-11 4:33:29,-2.79,1.33
762,2018-06-11 4:34:29,-2.79,1.41
763,2018-06-11 4:35:29,-2.79,1.50
764,2018-06-11 4:36:29,-2.79,1.41
765,2018-06-11 4:37:29,-2.79,1.28
766,2018-06-11 4:38:29,-2.79,1.24
767,2018-06-11 4:39:29,-2.75,1.20
768,2018-06-11 4:40:29,-2.75,1.16
769,2018-06-11 4:41:29,-2.79,1.28
770,2018-06-11 4:42:29,-2.83,1.16
771,2018-06-11 4:43:29,-2.79,1.11
772,2018-06-11 4:44:29,-2.79,0.90
773,2018-06-11 4:45:29,-2.79,0.90
774,2018-06-11 4:46:29,-2.79,0.68
775,2018-06-11 4:47:29,-2.83,0.47
776,2018-06-11 4:48:29,-2.88,0.04
777,2018-06-11 4:49:29,-2.92,-0.05
778,2018-06-11 4:50:29,-2.88,0.13
779,2018-06-11 4:51:29,-2.83,0.51
780,2018-06-11 4:52:29,-2.92,0.77
781,2018-06-11 4:53:29,-2.88,0.73
782,2018-06-11 4:54:29,-2.92,0.60
783,2018-06-11 4:55:29,-2.96,0.90
784,2018-06-11 4:56:29,-2.96,0.73
785,2018-06-11 4:57:29,-2.96,0.47
786,2018-06-11 4:58:29,-2.96,0.73
787,2018-06-11 4:59:29,-3.01,0.77
788,2018-06-11 5:00:29,-3.01,0.60
789,2018-06-11 5:01:29,-3.01,1.03
790,2018-06-11 5:02:29,-3.05,1.16
791,2018-06-11 5:03:29,-3.01,1.16
792,2018-06-11 5:04:29,-3.05,1.07
793,2018-06-11 5:05:29,-3.05,0.98
794,2018-06-11 5:06:29,-3.05,1.11
795,2018-06-11 5:07:29,-3.05,1.07
796,2018-06-11 5:08:29,-3.05,0.98
797,2018-06-11 5:09:29,-3.05,1.16
798,2018-06-11 5:10:29,-3.05,1.16
799,2018-06-11 5:11:29,-3.05,1.16
800,2018-06-11 5:12:29,-3.05,1.07
801,2018-06-11 5:13:29,-3.01,1.07
802,2018-06-11 5:14:29,-3.01,1.50
803,2018-06-11 5:15:29,-3.05,1.50
804,2018-06-11 5:16:29,-3.05,1.41
805,2018-06-11 5:17:29,-3.01,1.28
806,2018-06-11 5:18:29,-3.01,1.24
807,2018-06-11 5:19:29,-3.05,1.33
808,2018-06-11 5:20:29,-2.96,1.50
809,2018-06-11 5:21:29,-3.01,1.50
810,2018-06-11 5:22:29,-2.96,1.28
811,2018-06-11 5:23:29,-2.96,1.33
812,2018-06-11 5:24:29,-2.96,1.50
813,2018-06-11 5:25:29,-2.96,1.58
814,2018-06-11 5:26:29,-2.96,1.76
815,2018-06-11 5:27:29,-2.88,1.80
816,2018-06-11 5:28:29,-2.92,1.67
817,2018-06-11 5:29:29,-2.92,1.63
818,2018-06-11 5:30:29,-2.96,1.76
819,2018-06-11 5:31:29,-2.88,1.54
820,2018-06-11 5:32:29,-2.83,1.16
821,2018-06-11 5:33:29,-2.83,0.86
822,2018-06-11 5:34:29,-2.79,0.98
823,2018-06-11 5:35:29,-2.79,1.16
824,2018-06-11 5:36:29,-2.83,1.16
825,2018-06-11 5:37:29,-2.75,1.20
826,2018-06-11 5:38:29,-2.75,1.16
827,2018-06-11 5:39:29,-2.75,1.33
828,2018-06-11 5:40:29,-2.71,1.33
829,2018-06-11 5:41:29,-2.75,1.33
830,2018-06-11 5:42:29,-2.66,1.24
831,2018-06-11 5:43:29,-2.71,1.11
832,2018-06-11 5:44:29,-2.62,0.94
833,2018-06-11 5:45:29,-2.58,0.81
834,2018-06-11 5:46:29,-2.62,0.73
835,2018-06-11 5:47:29,-2.58,0.86
836,2018-06-11 5:48:29,-2.62,1.16
837,2018-06-11 5:49:29,-2.58,1.07
838,2018-06-11 5:50:29,-2.58,1.11
839,2018-06-11 5:51:29,-2.58,1.20
840,2018-06-11 5:52:29,-2.58,1.24
841,2018-06-11 5:53:29,-2.62,1.28
842,2018-06-11 5:54:29,-2.58,1.28
843,2018-06-11 5:55:29,-2.58,1.20
844,2018-06-11 5:56:29,-2.58,1.20
845,2018-06-11 5:57:29,-2.58,1.20
846,2018-06-11 5:58:29,-2.58,1.24
847,2018-06-11 5:59:29,-2.62,1.24
848,2018-06-11 6:00:29,-2.58,1.11
849,2018-06-11 6:01:29,-2.62,1.16
850,2018-06-11 6:02:29,-2.58,1.24
851,2018-06-11 6:03:29,-2.58,1.54
852,2018-06-11 6:04:29,-2.58,1.41
853,2018-06-11 6:05:29,-2.58,1.41
854,2018-06-11 6:06:29,-2.62,1.54
855,2018-06-11 6:07:29,-2.62,1.63
856,2018-06-11 6:08:29,-2.58,1.58
857,2018-06-11 6:09:29,-2.62,1.67
858,2018-06-11 6:10:29,-2.58,1.67
859,2018-06-11 6:11:29,-2.62,1.67
860,2018-06-11 6:12:29,-2.58,1.63
861,2018-06-11 6:13:29,-2.58,1.67
862,2018-06-11 6:14:29,-2.53,1.71
863,2018-06-11 6:15:29,-2.53,1.67
864,2018-06-11 6:16:29,-2.53,1.71
865,2018-06-11 6:17:29,-2.53,1.84
866,2018-06-11 6:18:29,-2.53,1.80
867,2018-06-11 6:19:29,-2.53,1.76
868,2018-06-11 6:20:29,-2.49,1.80
869,2018-06-11 6:21:29,-2.49,1.88
870,2018-06-11 6:22:29,-2.49,1.88
871,2018-06-11 6:23:29,-2.45,2.06
872,2018-06-11 6:24:29,-2.45,2.36
873,2018-06-11 6:25:29,-2.45,2.27
874,2018-06-11 6:26:29,-2.45,2.27
875,2018-06-11 6:27:29,-2.45,2.23
876,2018-06-11 6:28:29,-2.41,2.40
877,2018-06-11 6:29:29,-2.45,2.23
878,2018-06-11 6:30:29,-2.45,2.49
879,2018-06-11 6:31:29,-2.45,2.74
880,2018-06-11 6:32:29,-2.45,2.79
881,2018-06-11 6:33:29,-2.45,2.83
882,2018-06-11 6:34:29,-2.41,2.91
883,2018-06-11 6:35:29,-2.41,3.04
884,2018-06-11 6:36:29,-2.41,3.17
885,2018-06-11 6:37:29,-2.41,3.34
886,2018-06-11 6:38:29,-2.41,3.39
887,2018-06-11 6:39:29,-2.36,3.34
888,2018-06-11 6:40:29,-2.32,3.43
889,2018-06-11 6:41:29,-2.36,3.64
890,2018-06-11 6:42:29,-2.32,3.86
891,2018-06-11 6:43:29,-2.32,4.12
892,2018-06-11 6:44:29,-2.32,4.20
893,2018-06-11 6:45:29,-2.23,4.59
894,2018-06-11 6:46:29,-2.23,5.10
895,2018-06-11 6:47:29,-2.23,5.75
896,2018-06-11 6:48:29,-2.19,6.26
897,2018-06-11 6:49:29,-2.10,6.65
898,2018-06-11 6:50:29,-2.10,6.17
899,2018-06-11 6:51:29,-2.10,5.75
900,2018-06-11 6:52:29,-1.98,5.53
901,2018-06-11 6:53:29,-1.98,5.36
902,2018-06-11 6:54:29,-1.93,5.45
903,2018-06-11 6:55:29,-1.89,5.49
904,2018-06-11 6:56:29,-1.80,5.40
905,2018-06-11 6:57:29,-1.80,5.62
906,2018-06-11 6:58:29,-1.72,5.66
907,2018-06-11 6:59:29,-1.63,5.40
908,2018-06-11 7:00:29,-1.59,5.23
909,2018-06-11 7:01:29,-1.55,5.32
910,2018-06-11 7:02:29,-1.50,5.75
911,2018-06-11 7:03:29,-1.42,5.92
912,2018-06-11 7:04:29,-1.42,5.70
913,2018-06-11 7:05:29,-1.29,5.57
914,2018-06-11 7:06:29,-1.29,5.49
915,2018-06-11 7:07:29,-1.29,5.36
916,2018-06-11 7:08:29,-1.20,5.15
917,2018-06-11 7:09:29,-1.20,5.23
918,2018-06-11 7:10:29,-1.16,5.40
919,2018-06-11 7:11:29,-1.12,5.40
920,2018-06-11 7:12:29,-1.08,5.53
921,2018-06-11 7:13:29,-1.03,5.57
922,2018-06-11 7:14:29,-1.03,5.70
923,2018-06-11 7:15:29,-0.99,5.87
924,2018-06-11 7:16:29,-0.95,6.52
925,2018-06-11 7:17:29,-0.95,7.63
926,2018-06-11 7:18:29,-0.90,8.58
927,2018-06-11 7:19:29,-0.90,8.66
928,2018-06-11 7:20:29,-0.82,9.82
929,2018-06-11 7:21:29,-0.82,10.89
930,2018-06-11 7:22:29,-0.77,11.92
931,2018-06-11 7:23:29,-0.69,12.78
932,2018-06-11 7:24:29,-0.60,13.04
933,2018-06-11 7:25:29,-0.60,14.97
934,2018-06-11 7:26:29,-0.56,16.34
935,2018-06-11 7:27:29,-0.47,16.99
936,2018-06-11 7:28:29,-0.39,16.90
937,2018-06-11 7:29:29,-0.30,16.69
938,2018-06-11 7:30:29,-0.22,15.27
939,2018-06-11 7:31:29,-0.17,13.64
940,2018-06-11 7:32:29,-0.09,13.21
941,2018-06-11 7:33:29,0.04,13.34
942,2018-06-11 7:34:29,0.04,13.55
943,2018-06-11 7:35:29,0.17,13.73
944,2018-06-11 7:36:29,0.25,13.38
945,2018-06-11 7:37:29,0.34,13.60
946,2018-06-11 7:38:29,0.43,13.98
947,2018-06-11 7:39:29,0.47,14.88
948,2018-06-11 7:40:29,0.60,15.78
949,2018-06-11 7:41:29,0.68,17.20
950,2018-06-11 7:42:29,0.81,18.49
951,2018-06-11 7:43:29,0.90,19.17
952,2018-06-11 7:44:29,1.03,20.37
953,2018-06-11 7:45:29,1.11,21.62
954,2018-06-11 7:46:29,1.20,22.18
955,2018-06-11 7:47:29,1.37,22.31
956,2018-06-11 7:48:29,1.46,22.52
957,2018-06-11 7:49:29,1.67,22.61
958,2018-06-11 7:50:29,1.80,22.99
959,2018-06-11 7:51:29,1.93,22.31
960,2018-06-11 7:52:29,2.10,21.66
961,2018-06-11 7:53:29,2.27,21.49
962,2018-06-11 7:54:29,2.49,20.89
963,2018-06-11 7:55:29,2.66,20.72
964,2018-06-11 7:56:29,2.83,20.76
965,2018-06-11 7:57:29,3.04,21.19
966,2018-06-11 7:58:29,3.21,20.55
967,2018-06-11 7:59:29,3.39,20.68
968,2018-06-11 8:00:29,3.60,20.20
969,2018-06-11 8:01:29,3.77,19.82
970,2018-06-11 8:02:29,3.94,19.90
971,2018-06-11 8:03:29,4.16,20.50
972,2018-06-11 8:04:29,4.33,20.29
973,2018-06-11 8:05:29,4.46,20.93
974,2018-06-11 8:06:29,4.67,20.33
975,2018-06-11 8:07:29,4.80,20.37
976,2018-06-11 8:08:29,4.97,20.03
977,2018-06-11 8:09:29,5.15,20.37
978,2018-06-11 8:10:29,5.40,20.37
979,2018-06-11 8:11:29,5.53,21.49
980,2018-06-11 8:12:29,5.70,22.05
981,2018-06-11 8:13:29,5.92,22.26
982,2018-06-11 8:14:29,6.13,22.01
983,2018-06-11 8:15:29,6.30,22.61
984,2018-06-11 8:16:29,6.52,21.79
985,2018-06-11 8:17:29,6.65,21.28
986,2018-06-11 8:18:29,6.86,21.62
987,2018-06-11 8:19:29,7.03,22.95
988,2018-06-11 8:20:29,7.16,23.89
989,2018-06-11 8:21:29,7.33,24.79
990,2018-06-11 8:22:29,7.50,23.59
991,2018-06-11 8:23:29,7.63,23.72
992,2018-06-11 8:24:29,7.81,23.34
993,2018-06-11 8:25:29,7.98,23.21
994,2018-06-11 8:26:29,8.19,22.43
995,2018-06-11 8:27:29,8.36,21.83
996,2018-06-11 8:28:29,8.53,21.96
997,2018-06-11 8:29:29,8.66,22.05
998,2018-06-11 8:30:29,8.75,21.53
999,2018-06-11 8:31:29,8.92,21.40
1000,2018-06-11 8:32:29,9.05,22.43
1001,2018-06-11 8:33:29,9.18,23.51
1002,2018-06-11 8:34:29,9.26,24.28
1003,2018-06-11 8:35:29,9.44,24.88
1004,2018-06-11 8:36:29,9.56,22.78
1005,2018-06-11 8:37:29,9.65,22.56
1006,2018-06-11 8:38:29,9.78,22.09
1007,2018-06-11 8:39:29,9.95,22.22
1008,2018-06-11 8:40:29,10.04,23.98
1009,2018-06-11 8:41:29,10.21,23.25
1010,2018-06-11 8:42:29,10.38,24.45
1011,2018-06-11 8:43:29,10.46,24.92
1012,2018-06-11 8:44:29,10.64,24.36
1013,2018-06-11 8:45:29,10.77,24.62
1014,2018-06-11 8:46:29,10.89,23.76
1015,2018-06-11 8:47:29,11.11,24.06
1016,2018-06-11 8:48:29,11.24,25.74
1017,2018-06-11 8:49:29,11.37,26.64
1018,2018-06-11 8:50:29,11.54,26.85
1019,2018-06-11 8:51:29,11.67,26.25
1020,2018-06-11 8:52:29,11.79,25.74
1021,2018-06-11 8:53:29,12.05,25.44
1022,2018-06-11 8:54:29,12.18,25.22
1023,2018-06-11 8:55:29,12.35,25.27
1024,2018-06-11 8:56:29,12.48,23.98
1025,2018-06-11 8:57:29,12.70,24.66
1026,2018-06-11 8:58:29,12.82,25.27
1027,2018-06-11 8:59:29,13.04,25.35
1028,2018-06-11 9:00:29,13.17,24.66
1029,2018-06-11 9:01:29,13.34,25.01
1030,2018-06-11 9:02:29,13.51,24.97
1031,2018-06-11 9:03:29,13.64,25.18
1032,2018-06-11 9:04:29,13.81,25.57
1033,2018-06-11 9:05:29,13.94,26.34
1034,2018-06-11 9:06:29,14.11,27.20
1035,2018-06-11 9:07:29,14.24,26.68
1036,2018-06-11 9:08:29,14.41,24.97
1037,2018-06-11 9:09:29,14.58,24.58
1038,2018-06-11 9:10:29,14.67,26.25
1039,2018-06-11 9:11:29,14.88,27.84
1040,2018-06-11 9:12:29,15.01,27.71
1041,2018-06-11 9:13:29,15.23,25.27
1042,2018-06-11 9:14:29,15.36,24.79
1043,2018-06-11 9:15:29,15.48,26.34
1044,2018-06-11 9:16:29,15.66,27.32
1045,2018-06-11 9:17:29,15.83,27.45
1046,2018-06-11 9:18:29,16.04,28.44
1047,2018-06-11 9:19:29,16.13,28.53
1048,2018-06-11 9:20:29,16.34,27.28
1049,2018-06-11 9:21:29,16.47,27.15
1050,2018-06-11 9:22:29,16.64,27.84
1051,2018-06-11 9:23:29,16.81,27.88
1052,2018-06-11 9:24:29,16.99,26.08
1053,2018-06-11 9:25:29,17.03,26.72
1054,2018-06-11 9:26:29,17.20,27.45
1055,2018-06-11 9:27:29,17.33,28.53
1056,2018-06-11 9:28:29,17.50,29.04
1057,2018-06-11 9:29:29,17.67,29.38
1058,2018-06-11 9:30:29,17.76,28.87
1059,2018-06-11 9:31:29,17.93,28.57
1060,2018-06-11 9:32:29,18.06,28.10
1061,2018-06-11 9:33:29,18.19,28.61
1062,2018-06-11 9:34:29,18.32,29.68
1063,2018-06-11 9:35:29,18.53,28.91
1064,2018-06-11 9:36:29,18.66,29.51
1065,2018-06-11 9:37:29,18.87,29.98
1066,2018-06-11 9:38:29,19.00,29.60
1067,2018-06-11 9:39:29,19.17,30.93
1068,2018-06-11 9:40:29,19.39,30.16
1069,2018-06-11 9:41:29,19.52,30.89
1070,2018-06-11 9:42:29,19.69,30.93
1071,2018-06-11 9:43:29,19.82,29.94
1072,2018-06-11 9:44:29,19.95,31.40
1073,2018-06-11 9:45:29,20.16,32.22
1074,2018-06-11 9:46:29,20.29,32.47
1075,2018-06-11 9:47:29,20.42,32.77
1076,2018-06-11 9:48:29,20.63,32.73
1077,2018-06-11 9:49:29,20.80,31.66
1078,2018-06-11 9:50:29,20.98,29.13
1079,2018-06-11 9:51:29,21.10,29.77
1080,2018-06-11 9:52:29,21.28,30.76
1081,2018-06-11 9:53:29,21.45,30.24
1082,2018-06-11 9:54:29,21.58,30.59
1083,2018-06-11 9:55:29,21.79,32.56
1084,2018-06-11 9:56:29,21.92,32.82
1085,2018-06-11 9:57:29,22.09,33.50
1086,2018-06-11 9:58:29,22.22,32.69
1087,2018-06-11 9:59:29,22.39,31.49
1088,2018-06-11 10:00:29,22.56,31.01
1089,2018-06-11 10:01:29,22.69,31.87
1090,2018-06-11 10:02:29,22.91,29.77
1091,2018-06-11 10:03:29,22.99,30.67
1092,2018-06-11 10:04:29,23.16,32.00
1093,2018-06-11 10:05:29,23.34,30.97
1094,2018-06-11 10:06:29,23.51,31.19
1095,2018-06-11 10:07:29,23.59,29.94
1096,2018-06-11 10:08:29,23.76,31.01
1097,2018-06-11 10:09:29,23.89,31.36
1098,2018-06-11 10:10:29,24.06,31.44
1099,2018-06-11 10:11:29,24.19,31.70
1100,2018-06-11 10:12:29,24.36,32.73
1101,2018-06-11 10:13:29,24.54,31.36
1102,2018-06-11 10:14:29,24.62,31.87
1103,2018-06-11 10:15:29,24.79,32.43
1104,2018-06-11 10:16:29,24.97,31.66
1105,2018-06-11 10:17:29,25.14,30.37
1106,2018-06-11 10:18:29,25.27,31.19
1107,2018-06-11 10:19:29,25.39,31.44
1108,2018-06-11 10:20:29,25.52,31.61
1109,2018-06-11 10:21:29,25.61,31.36
1110,2018-06-11 10:22:29,25.78,31.27
1111,2018-06-11 10:23:29,25.91,31.66
1112,2018-06-11 10:24:29,26.12,31.83
1113,2018-06-11 10:25:29,26.25,31.27
1114,2018-06-11 10:26:29,26.38,28.48
1115,2018-06-11 10:27:29,26.47,27.45
1116,2018-06-11 10:28:29,26.64,29.68
1117,2018-06-11 10:29:29,26.72,30.84
1118,2018-06-11 10:30:29,26.90,31.31
1119,2018-06-11 10:31:29,27.02,32.17
1120,2018-06-11 10:32:29,27.11,32.22
1121,2018-06-11 10:33:29,27.32,30.59
1122,2018-06-11 10:34:29,27.45,30.28
1123,2018-06-11 10:35:29,27.54,31.79
1124,2018-06-11 10:36:29,27.67,33.03
1125,2018-06-11 10:37:29,27.80,33.33
1126,2018-06-11 10:38:29,27.97,32.99
1127,2018-06-11 10:39:29,28.05,32.26
1128,2018-06-11 10:40:29,28.14,31.27
1129,2018-06-11 10:41:29,28.31,32.99
1130,2018-06-11 10:42:29,28.48,33.20
1131,2018-06-11 10:43:29,28.53,33.63
1132,2018-06-11 10:44:29,28.65,33.85
1133,2018-06-11 10:45:29,28.78,32.56
1134,2018-06-11 10:46:29,28.91,31.96
1135,2018-06-11 10:47:29,29.08,32.99
1136,2018-06-11 10:48:29,29.21,33.72
1137,2018-06-11 10:49:29,29.38,34.19
1138,2018-06-11 10:50:29,29.43,33.85
1139,2018-06-11 10:51:29,29.56,33.37
1140,2018-06-11 10:52:29,29.68,31.44
1141,2018-06-11 10:53:29,29.81,31.66
1142,2018-06-11 10:54:29,29.98,29.86
1143,2018-06-11 10:55:29,30.11,30.07
1144,2018-06-11 10:56:29,30.20,31.10
1145,2018-06-11 10:57:29,30.33,30.93
1146,2018-06-11 10:58:29,30.46,32.64
1147,2018-06-11 10:59:29,30.59,33.07
1148,2018-06-11 11:00:29,30.71,33.72
1149,2018-06-11 11:01:29,30.84,34.19
1150,2018-06-11 11:02:29,30.93,33.50
1151,2018-06-11 11:03:29,31.06,33.80
1152,2018-06-11 11:04:29,31.14,34.27
1153,2018-06-11 11:05:29,31.23,33.97
1154,2018-06-11 11:06:29,31.40,33.03
1155,2018-06-11 11:07:29,31.49,30.11
1156,2018-06-11 11:08:29,31.57,31.23
1157,2018-06-11 11:09:29,31.66,32.17
1158,2018-06-11 11:10:29,31.79,33.16
1159,2018-06-11 11:11:29,31.83,31.92
1160,2018-06-11 11:12:29,31.96,27.58
1161,2018-06-11 11:13:29,32.04,28.74
1162,2018-06-11 11:14:29,32.13,29.90
1163,2018-06-11 11:15:29,32.26,30.50
1164,2018-06-11 11:16:29,32.34,30.24
1165,2018-06-11 11:17:29,32.43,31.79
1166,2018-06-11 11:18:29,32.52,31.74
1167,2018-06-11 11:19:29,32.60,32.94
1168,2018-06-11 11:20:29,32.69,31.49
1169,2018-06-11 11:21:29,32.77,28.31
1170,2018-06-11 11:22:29,32.82,29.13
1171,2018-06-11 11:23:29,32.86,28.91
1172,2018-06-11 11:24:29,32.90,30.11
1173,2018-06-11 11:25:29,32.99,31.10
1174,2018-06-11 11:26:29,33.07,31.83
1175,2018-06-11 11:27:29,33.16,32.73
1176,2018-06-11 11:28:29,33.20,32.73
1177,2018-06-11 11:29:29,33.33,33.12
1178,2018-06-11 11:30:29,33.46,32.30
1179,2018-06-11 11:31:29,33.46,31.53
1180,2018-06-11 11:32:29,33.55,31.83
